Key,Was,Is
8506501090_80,Other,"Other than lithium cylindrical primary cells with: - a diameter of 14,0 mm or more but not more than 26,0 mm; - a length of 2,2 mm or more but not more than 51 mm; - a voltage of 1,5 V or more, but not more than 3,6 V; - a capacity of 0,15 Ah or more, but not more than 5,00 Ah for use in the manufacture of telemetry and medical devices, electronic meters or remote controls"
8506503090_80,Other,"Other than lithium manganese dioxide cell, with: - a diameter of 20 mm or more but not more than 25 mm - a length of 3 mm or more but not more than 6 mm - a voltage of 3 V or more but not more than 3,4 V - a capacity of 200 mAh or more but not more than 600 mAh - an automotive test temperature range from -40degC to +125degC for use as a component within the manufacture of Tyre Pressure Measuring Systems (TPMS)"
8506808000_80,Other,"Other than dry zinc-carbon batteries of a voltage of 5,5 V or more but not exceeding 6,5 V"
8506900090_80,Other,"Other than cathode, in rolls, for air zinc button cell batteries (hearing aid batteries)"
8507102090_80,Other,Other than for use in civil aircraft
8507108000_80,Other,Other than working with liquid electrolyte
8507108090_80,Other,Other than for use in civil aircraft
8507202090_80,Other,Other than for use in civil aircraft
8507208000_80,Other,Other than working with liquid electrolyte
8507208090_80,Other,Other than for use in civil aircraft
8507302090_80,Other,Other than for use in civil aircraft
8507308000_80,Other,Other than hermetically sealed
8507308090_80,Other,Other than for use in civil aircraft
8507500090_80,Other,Other than for use in civil aircraft
8507800090_80,Other,Other than for use in civil aircraft
8507903090_80,Other,Other than for use in civil aircraft
8507908000_80,Other,Other than separators
8507908090_80,Other,Other than for use in civil aircraft
8508190000_80,Other,Other than of a power not exceeding 1 500 W and having a dust bag or other receptacle capacity not exceeding 20 l
8508700090_80,Other,"Other than electronic circuit cards that - are connected by wire or radio frequency to each other and the motor controller card, and - regulate the functioning (switching on or off and suction capacity) of vacuum cleaners according to a stored program, - whether or not fitted with indicators that display the functioning of the vacuum cleaner (suction capacity and/or dust bag full and/or filter full)"
8511100090_80,Other,Other than for use in civil aircraft
8511200090_80,Other,Other than for use in civil aircraft
8511400090_80,Other,Other than for use in civil aircraft
8511500090_80,Other,Other than for use in civil aircraft
8511800090_80,Other,Other than for use in civil aircraft
8511900090_80,Other,Other than for use in certain types of aircraft
8512309000_80,Other,Other than burglar alarms of a kind used for motor vehicles
8512400090_80,Other,"Other than car door mirror heating foil: - with two electrical contacts, - with an adhesive layer on both sides (on the side of the plastic holder of the mirror and on the side of the mirror glass), - with a protective paper film on both sides"
8512909000_80,Other,Other than of apparatus of subheading 8512 30 10
8514190000_80,Other,Other than hot isostatic presses
8514198000_80,Other,Other than bakery and biscuit ovens
8514208090_80,Other,"Other than cavity assembly comprising at least: - a transformer with an input of not more than 240 V and an output of not more than 3 000 W - an AC or DC fan motor with an output of not more than 42 watts - a housing made of stainless steel - with or without a magnetron of a microwave output power of not more than 900 W for use in the manufacture of built-in products of headings 8514 2080, 8516 5000 and 8516 6080"
8514319000_80,Other,Other than of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies
8514329000_80,Other,Other than of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies
8514399000_80,Other,Other than of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies
8514907000_80,Other,"Other than of other furnaces and ovens of subheadings 8514 31 10, 8514 32 10 or 8514 39 10"
8515190000_80,Other,Other than soldering irons and guns
8515199000_80,Other,Other than wave soldering machines of a kind used solely or principally for the manufacture of printed circuit assemblies
8515290000_80,Other,Other than fully or partly automatic
8515390000_80,Other,Other than fully or partly automatic
8515399000_80,Other,"Other than for manual welding with coated electrodes, complete with welding or cutting devices, and consigned with"
8515809000_80,Other,Other than for treating metals
8515908000_80,Other,Other than of wave soldering machines of subheading 8515 19 10
8516108000_80,Other,Other than instantaneous water heaters
8516290000_80,Other,Other than storage heating radiators
8516299900_80,Other,Other than with built-in fan
8516500090_80,Other,"Other than cavity assembly comprising at least: - a transformer with an input of not more than 240 V and an output of not more than 3 000 W - an AC or DC fan motor with an output of not more than 42 watts - a housing made of stainless steel - with or without a magnetron of a microwave output power of not more than 900 W for use in the manufacture of built-in products of headings 8514 2080, 8516 5000 and 8516 6080"
8516608090_80,Other,"Other than cavity assembly comprising at least: - a transformer with an input of not more than 240 V and an output of not more than 3 000 W - an AC or DC fan motor with an output of not more than 42 watts - a housing made of stainless steel - with or without a magnetron of a microwave output power of not more than 900 W for use in the manufacture of built-in products of headings 8514 2080, 8516 5000 and 8516 6080"
8516797000_80,Other,Other than deep fat fryers
8516797090_80,Other,"Other than ironing boards, including sleeve boards, whether or not free standing, with a steam soaking and/or heating top and/or blowing top"
8516808000_80,Other,Other than assembled with an insulated former
8516900051_10,Other,"Other than for heating aircraft and wing surfaces, mounted on propeller aeroplanes, and for use in certain types of aircraft"
8517790000_80,Other,Other than aerials and aerial reflectors of all kinds; parts suitable for use therewith
8518100090_80,Other,Other than for use in civil aircraft
8518220090_80,Other,Other than for use in civil aircraft
8518290090_80,Other,Other than for use in civil aircraft
8518300090_80,Other,Other than for use in civil aircraft
8518400090_80,Other,Other than for use in civil aircraft
8518500090_80,Other,Other than for use in civil aircraft
8519209100_10,Other,Other than coin- or disc-operated record-players
8519209900_80,Other,Other than with laser reading system
8519209990_80,Other,"Other than music reproducers and automatic announcers, for use in certain types of aircraft"
8519810090_80,Other,Other than for use in civil aircraft
8519890000_80,Other,"Other than using magnetic, optical or semiconductor media"
8521109500_80,Other,"Other than using tape of a width not exceeding 1,3 cm and allowing recording or reproduction at a tape speed not exceeding 50 mm per second"
8521109590_80,Other,Other than for use in civil aircraft
8521900000_80,Other,Other than magnetic tape-type
8522900000_80,Other,Other than pick-up cartridges
8522900090_80,Other,"Other than assemblies and sub-assemblies consisting of two or more parts or pieces fastened or joined together, for apparatus of subheading 8519 81, for use in civil aircraft"
8523290000_80,Other,Other than cards incorporating a magnetic stripe
8523291900_80,Other,Other than unrecorded
8523299000_80,Other,Other than magnetic tapes; magnetic discs
8523490000_80,Other,Other than unrecorded
8523492000_80,Other,Other than digital versatile discs (DVD)
8523499000_80,Other,Other than discs for laser reading systems
8523519000_80,Other,Other than unrecorded
8523599000_80,Other,Other than unrecorded
8523809000_80,Other,Other than unrecorded
8524910000_10,Other,Other than without drivers or control circuits
8526100090_80,Other,Other than for use in civil aircraft
8526910000_10,Other,Other than radar apparatus
8526912099_80,Other,Other than for use in civil aircraft
8526918000_80,Other,Other than radio navigational receivers
8526918090_80,Other,Other than for use in civil aircraft
8526920090_80,Other,Other than for use in civil aircraft
8527215200_10,Other,Other than with laser reading system
8527215900_80,Other,Other than of the cassette-type with an analogue and digital reading system
8527217000_10,Other,Other than capable of receiving and decoding digital radio data system signals
8527219200_10,Other,Other than with laser reading system
8527219800_80,Other,Other than of the cassette-type with an analogue and digital reading system
8527290000_80,Other,Other than combined with sound recording or reproducing apparatus
